customer_id,acquisition_channel,signup_month,cac
2141,Partners,2024-05-01,364.53
2142,Partners,2024-05-01,184.69
2143,Partners,2024-05-01,335.09
2144,Outbound,2024-05-01,403.06
2145,Partners,2024-05-01,403.87
2146,Outbound,2024-05-01,810.78
2147,Content,2024-05-01,209.66
2148,Content,2024-05-01,103.61
2149,Referral,2024-05-01,113.61
2150,Partners,2024-05-01,189.5
2151,Referral,2024-05-01,66.55
2152,Outbound,2024-05-01,516.75
2153,Referral,2024-05-01,56.09
2154,Referral,2024-05-01,107.72
2155,Content,2024-05-01,148.64
2156,Content,2024-05-01,169.6
2157,Content,2024-05-01,95.31
2158,Content,2024-05-01,160.84
2159,Paid Search,2024-05-01,396.66
2160,Paid Search,2024-05-01,409.06
2161,Paid Search,2024-05-01,357.92
2162,Partners,2024-05-01,409.5
2163,Outbound,2024-05-01,885.12
2164,Referral,2024-05-01,176.6
2165,Content,2024-05-01,264.38
2166,Content,2024-05-01,236.97
2167,Partners,2024-05-01,414.71
2168,Content,2024-05-01,226.67
2169,Content,2024-05-01,192.51
2170,Outbound,2024-05-01,364.82
2171,Referral,2024-05-01,84.62
2172,Outbound,2024-05-01,742.68
2173,Paid Search,2024-05-01,210.7
2174,Outbound,2024-05-01,707.52
2175,Outbound,2024-05-01,673.94
2176,Paid Search,2024-05-01,407.98
2177,Content,2024-05-01,124.42
2178,Content,2024-05-01,137.57
2179,Referral,2024-05-01,131.08
2180,Paid Search,2024-05-01,212.64
2181,Content,2024-05-01,106.21
2182,Content,2024-05-01,162.79
2183,Content,2024-05-01,118.91
2184,Referral,2024-05-01,74.62
2185,Content,2024-05-01,237.46
2186,Content,2024-05-01,205.15
2187,Content,2024-05-01,230.78
2188,Partners,2024-05-01,346.79
2189,Outbound,2024-05-01,534.83
2190,Content,2024-05-01,163.12
2191,Referral,2024-05-01,92.67
2192,Paid Search,2024-05-01,218.05
2193,Referral,2024-05-01,161.31
2194,Paid Search,2024-05-01,450.06
2195,Content,2024-05-01,155.93
2196,Referral,2024-05-01,58.47
2197,Outbound,2024-05-01,688.85
2198,Partners,2024-05-01,390.8
2199,Referral,2024-05-01,75.47
2200,Partners,2024-05-01,311.32
2201,Content,2024-05-01,278.31
2202,Referral,2024-05-01,120.45
2203,Paid Search,2024-05-01,351.1
2204,Content,2024-05-01,101.5
2205,Content,2024-05-01,228.52
2206,Referral,2024-05-01,171.72
2207,Referral,2024-05-01,94.93
2208,Content,2024-05-01,219.8
2209,Paid Search,2024-05-01,414.33
2210,Referral,2024-05-01,94.6
2211,Partners,2024-05-01,229.06
2212,Paid Search,2024-05-01,431.28
2213,Partners,2024-05-01,173.54
2214,Partners,2024-05-01,223.41
2215,Paid Search,2024-05-01,320.74
2216,Referral,2024-05-01,130.99
2217,Outbound,2024-05-01,450.76
2218,Partners,2024-05-01,417.2
2219,Outbound,2024-05-01,676.71
2220,Partners,2024-05-01,351.9
2221,Outbound,2024-05-01,794.34
2222,Content,2024-05-01,220.34
2223,Partners,2024-05-01,467.39
2224,Partners,2024-05-01,170.96
2225,Outbound,2024-05-01,388.65
2226,Outbound,2024-05-01,759.32
2227,Content,2024-05-01,269.24
2228,Paid Search,2024-05-01,538.39
2229,Referral,2024-05-01,146.91
2230,Referral,2024-05-01,85.42
2231,Outbound,2024-06-01,415.15
2232,Outbound,2024-06-01,486.32
2233,Content,2024-06-01,175.95
2234,Paid Search,2024-06-01,309.08
2235,Paid Search,2024-06-01,521.42
2236,Partners,2024-06-01,448.38
2237,Content,2024-06-01,92.17
2238,Paid Search,2024-06-01,319.19
2239,Paid Search,2024-06-01,362.8
2240,Referral,2024-06-01,182.86
2241,Content,2024-06-01,239.33
2242,Outbound,2024-06-01,642.58
2243,Partners,2024-06-01,332.69
2244,Partners,2024-06-01,476.04
2245,Referral,2024-06-01,63.54
2246,Partners,2024-06-01,432.34
2247,Referral,2024-06-01,160.59
2248,Outbound,2024-06-01,430.81
2249,Paid Search,2024-06-01,587.97
2250,Content,2024-06-01,269.84
2251,Paid Search,2024-06-01,349.88
2252,Paid Search,2024-06-01,369.51
2253,Outbound,2024-06-01,827.66
2254,Outbound,2024-06-01,729.4
2255,Referral,2024-06-01,195.02
2256,Partners,2024-06-01,408.81
2257,Paid Search,2024-06-01,515.52
2258,Outbound,2024-06-01,530.81
2259,Referral,2024-06-01,152.79
2260,Partners,2024-06-01,450.18
2261,Content,2024-06-01,291.36
2262,Referral,2024-06-01,190.45
2263,Outbound,2024-06-01,815.65
2264,Outbound,2024-06-01,678.81
2265,Content,2024-06-01,140.29
2266,Paid Search,2024-06-01,576.2
2267,Content,2024-06-01,283.83
2268,Referral,2024-06-01,181.51
2269,Paid Search,2024-06-01,479.39
2270,Partners,2024-06-01,297.3
2271,Partners,2024-06-01,308.64
2272,Paid Search,2024-06-01,456.55
2273,Outbound,2024-06-01,774.61
2274,Outbound,2024-06-01,420.05
2275,Referral,2024-06-01,62.33
2276,Outbound,2024-06-01,728.14
2277,Outbound,2024-06-01,711.45
2278,Referral,2024-06-01,181.03
2279,Outbound,2024-06-01,712.48
2280,Referral,2024-06-01,79.8
2281,Content,2024-06-01,166.57
2282,Content,2024-06-01,274.56
2283,Outbound,2024-06-01,313.78
2284,Partners,2024-06-01,369.32
2285,Paid Search,2024-06-01,279.31
2286,Outbound,2024-06-01,670.8
2287,Partners,2024-06-01,181.17
2288,Referral,2024-06-01,135.09
2289,Paid Search,2024-06-01,374.06
2290,Content,2024-06-01,188.71
2291,Outbound,2024-06-01,414.33
2292,Referral,2024-06-01,124.13
2293,Outbound,2024-06-01,423.96
2294,Outbound,2024-06-01,469.78
2295,Outbound,2024-06-01,545.11
2296,Outbound,2024-06-01,885.68
2297,Outbound,2024-06-01,844.4
2298,Referral,2024-06-01,147.09
2299,Paid Search,2024-06-01,253.28
2300,Referral,2024-06-01,109.63
2301,Outbound,2024-06-01,725.07
2302,Partners,2024-06-01,183.35
2303,Paid Search,2024-06-01,572.43
2304,Content,2024-06-01,299.28
2305,Partners,2024-06-01,433.45
2306,Paid Search,2024-06-01,447.86
2307,Referral,2024-06-01,150.69
2308,Outbound,2024-06-01,635.74
2309,Partners,2024-06-01,209.45
2310,Content,2024-06-01,273.14
2311,Outbound,2024-06-01,726.15
2312,Content,2024-06-01,105.71
2313,Paid Search,2024-06-01,399.68
2314,Referral,2024-06-01,188.94
2315,Referral,2024-06-01,89.48
2316,Referral,2024-06-01,115.37
2317,Outbound,2024-06-01,896.74
2318,Outbound,2024-06-01,853.71
2319,Content,2024-06-01,112.7
2320,Outbound,2024-06-01,582.15
2321,Outbound,2024-06-01,561.86
2322,Content,2024-06-01,158.43
2323,Partners,2024-06-01,322.55
2324,Outbound,2024-06-01,356.15
2325,Referral,2024-06-01,75.24
2326,Partners,2024-06-01,347.14
2327,Partners,2024-06-01,499.3
2328,Paid Search,2024-06-01,428.32
2329,Content,2024-06-01,134.15
2330,Content,2024-06-01,275.22
2331,Paid Search,2024-06-01,592.53
2332,Paid Search,2024-06-01,436.14
2333,Paid Search,2024-06-01,261.51
2334,Paid Search,2024-06-01,483.08
2335,Content,2024-06-01,290.14
2336,Partners,2024-06-01,265.3
2337,Paid Search,2024-06-01,580.36
2338,Referral,2024-06-01,199.97
2339,Partners,2024-06-01,452.15
2340,Referral,2024-06-01,58.33
2341,Paid Search,2024-06-01,440.92
2342,Paid Search,2024-06-01,271.2
2343,Content,2024-06-01,267.52
2344,Outbound,2024-06-01,541.44
2345,Outbound,2024-06-01,594.51
2346,Content,2024-06-01,282.77
2347,Partners,2024-06-01,382.93
2348,Referral,2024-06-01,123.44
2349,Content,2024-06-01,203.87
2350,Content,2024-06-01,172.96
2351,Referral,2024-06-01,115.12
2352,Content,2024-06-01,192.94
2353,Content,2024-06-01,222.47
2354,Outbound,2024-06-01,616.37
2355,Partners,2024-06-01,313.88
2356,Paid Search,2024-06-01,391.04
2357,Outbound,2024-06-01,710.59
2358,Referral,2024-06-01,128.46
2359,Referral,2024-06-01,132.65
2360,Paid Search,2024-06-01,404.26
2361,Content,2024-06-01,225.39
2362,Partners,2024-06-01,274.41
2363,Partners,2024-06-01,326.21
2364,Paid Search,2024-06-01,385.15
2365,Outbound,2024-06-01,327.16
2366,Content,2024-06-01,145.48
2367,Partners,2024-06-01,415.07
2368,Content,2024-06-01,138.32
2369,Outbound,2024-06-01,346.93
2370,Partners,2024-06-01,385.69
2371,Content,2024-06-01,81.29
2372,Paid Search,2024-06-01,462.32
2373,Content,2024-06-01,271.13
2374,Partners,2024-06-01,255.98
2375,Partners,2024-06-01,385.83
2376,Content,2024-06-01,99.28
2377,Outbound,2024-06-01,367.15
2378,Paid Search,2024-06-01,275.29
2379,Paid Search,2024-06-01,459.45
2380,Outbound,2024-06-01,675.64
2381,Partners,2024-06-01,255.32
2382,Content,2024-06-01,172.81
2383,Paid Search,2024-06-01,260.97
2384,Content,2024-06-01,183.73
2385,Content,2024-06-01,124.29
2386,Partners,2024-06-01,287.11
2387,Referral,2024-06-01,144.56
2388,Content,2024-06-01,266.7
2389,Partners,2024-06-01,344.01
2390,Referral,2024-06-01,109.95
2391,Partners,2024-06-01,364.02
2392,Content,2024-06-01,93.36
2393,Paid Search,2024-06-01,326.34
2394,Paid Search,2024-06-01,459.32
2395,Content,2024-06-01,216.99
2396,Referral,2024-06-01,115.43
2397,Outbound,2024-06-01,415.32
2398,Referral,2024-06-01,126.15
2399,Partners,2024-06-01,268.7
2400,Partners,2024-06-01,400.32
2401,Content,2024-06-01,144.55
2402,Content,2024-06-01,263.28
2403,Referral,2024-06-01,169.96
2404,Outbound,2024-06-01,469.47
2405,Paid Search,2024-06-01,251.64
2406,Outbound,2024-06-01,595.31
2407,Content,2024-06-01,188.62
2408,Outbound,2024-06-01,328.23
2409,Paid Search,2024-06-01,304.32
2410,Outbound,2024-06-01,815.68
2411,Partners,2024-06-01,172.28
2412,Content,2024-06-01,129.87
2413,Partners,2024-06-01,240.24
2414,Referral,2024-06-01,165.41
2415,Partners,2024-06-01,202.91
2416,Partners,2024-06-01,186.45
2417,Paid Search,2024-06-01,375.13
2418,Content,2024-06-01,246.27
2419,Paid Search,2024-06-01,443.86
2420,Paid Search,2024-06-01,216.79
2421,Paid Search,2024-06-01,247.22
2422,Outbound,2024-06-01,394.22
2423,Referral,2024-06-01,164.29
2424,Content,2024-06-01,101.84
2425,Referral,2024-06-01,70.67
2426,Outbound,2024-06-01,549.45
2427,Paid Search,2024-06-01,523.66
2428,Referral,2024-06-01,75.69
2429,Referral,2024-06-01,163.23
2430,Referral,2024-06-01,86.82
2431,Partners,2024-06-01,229.86
2432,Content,2024-06-01,170.05
2433,Content,2024-06-01,193.55
2434,Referral,2024-06-01,116.39
2435,Paid Search,2024-06-01,406.94
2436,Paid Search,2024-06-01,325.92
2437,Outbound,2024-06-01,535.96
2438,Paid Search,2024-06-01,456.59
2439,Partners,2024-06-01,371.06
2440,Partners,2024-06-01,296.76
2441,Partners,2024-06-01,402.54
2442,Referral,2024-06-01,51.19
2443,Referral,2024-06-01,141.56
2444,Outbound,2024-06-01,567.71
2445,Outbound,2024-06-01,674.62
2446,Partners,2024-06-01,394.11
2447,Content,2024-06-01,273.81
2448,Paid Search,2024-06-01,333.8
2449,Outbound,2024-06-01,624.47
2450,Outbound,2024-06-01,631.07
2451,Partners,2024-06-01,372.49
2452,Paid Search,2024-06-01,518.64
2453,Partners,2024-06-01,441.28
2454,Referral,2024-06-01,198.04
2455,Paid Search,2024-06-01,536.63
2456,Referral,2024-06-01,103.17
2457,Paid Search,2024-06-01,576.54
2458,Content,2024-06-01,242.11
2459,Content,2024-06-01,131.94
2460,Partners,2024-06-01,463.02
2461,Partners,2024-06-01,231.84
2462,Referral,2024-06-01,167.72
2463,Partners,2024-06-01,400.02
2464,Partners,2024-06-01,186.83
2465,Partners,2024-06-01,437.99
2466,Referral,2024-06-01,71.98
2467,Content,2024-06-01,98.03
2468,Paid Search,2024-06-01,252.03
2469,Outbound,2024-06-01,521.58
2470,Partners,2024-06-01,345.64
2471,Content,2024-06-01,208.55
2472,Content,2024-06-01,231.58
2473,Content,2024-06-01,171.72
2474,Outbound,2024-06-01,376.27
2475,Content,2024-06-01,235.0
2476,Partners,2024-06-01,224.42
2477,Content,2024-06-01,114.5
2478,Partners,2024-06-01,483.14
2479,Partners,2024-06-01,188.62
2480,Referral,2024-06-01,56.04
2481,Outbound,2024-06-01,482.95
2482,Referral,2024-06-01,122.89
2483,Outbound,2024-06-01,653.77
2484,Paid Search,2024-06-01,322.07
2485,Referral,2024-06-01,172.87
2486,Content,2024-06-01,200.46
2487,Paid Search,2024-06-01,367.03
2488,Partners,2024-06-01,308.33
2489,Referral,2024-06-01,121.28
2490,Partners,2024-06-01,198.48
2491,Content,2024-06-01,226.79
2492,Outbound,2024-06-01,495.13
2493,Partners,2024-06-01,293.37
2494,Outbound,2024-06-01,503.4
2495,Paid Search,2024-06-01,556.02
2496,Referral,2024-06-01,179.89
2497,Paid Search,2024-06-01,518.46
2498,Referral,2024-06-01,68.57
2499,Partners,2024-06-01,484.31
2500,Partners,2024-06-01,168.51
2501,Partners,2024-06-01,412.7
2502,Partners,2024-06-01,192.1
2503,Partners,2024-06-01,156.64
2504,Outbound,2024-06-01,723.37
2505,Partners,2024-06-01,432.42
2506,Partners,2024-07-01,356.11
2507,Content,2024-07-01,85.12
2508,Content,2024-07-01,85.29
2509,Partners,2024-07-01,240.01
2510,Paid Search,2024-07-01,416.71
2511,Referral,2024-07-01,88.33
2512,Paid Search,2024-07-01,580.87
2513,Outbound,2024-07-01,876.67
2514,Outbound,2024-07-01,335.1
2515,Content,2024-07-01,111.34
2516,Referral,2024-07-01,191.24
2517,Paid Search,2024-07-01,295.85
2518,Partners,2024-07-01,322.54
2519,Partners,2024-07-01,190.28
2520,Paid Search,2024-07-01,421.25
2521,Paid Search,2024-07-01,363.0
2522,Outbound,2024-07-01,311.17
2523,Partners,2024-07-01,386.28
2524,Outbound,2024-07-01,690.93
2525,Outbound,2024-07-01,544.05
2526,Paid Search,2024-07-01,400.17
2527,Outbound,2024-07-01,891.19
2528,Outbound,2024-07-01,554.25
2529,Partners,2024-07-01,150.35
2530,Content,2024-07-01,216.56
2531,Outbound,2024-07-01,860.1
2532,Content,2024-07-01,135.2
2533,Content,2024-07-01,265.34
2534,Outbound,2024-07-01,606.2
2535,Paid Search,2024-07-01,413.64
2536,Paid Search,2024-07-01,358.12
2537,Paid Search,2024-07-01,490.03
2538,Referral,2024-07-01,81.63
2539,Partners,2024-07-01,261.41
2540,Referral,2024-07-01,196.95
2541,Content,2024-07-01,225.7
2542,Referral,2024-07-01,118.97
2543,Partners,2024-07-01,469.91
2544,Outbound,2024-07-01,301.23
2545,Content,2024-07-01,82.11
2546,Outbound,2024-07-01,837.16
2547,Content,2024-07-01,198.39
2548,Paid Search,2024-07-01,557.03
2549,Content,2024-07-01,157.66
2550,Content,2024-07-01,158.75
2551,Outbound,2024-07-01,787.12
2552,Paid Search,2024-07-01,348.19
2553,Outbound,2024-07-01,432.91
2554,Paid Search,2024-07-01,472.22
2555,Referral,2024-07-01,172.44
2556,Referral,2024-07-01,83.17
2557,Content,2024-07-01,88.1
2558,Content,2024-07-01,235.53
2559,Outbound,2024-07-01,890.56
2560,Content,2024-07-01,141.02
2561,Partners,2024-07-01,343.12
2562,Partners,2024-07-01,361.04
2563,Outbound,2024-07-01,376.95
2564,Paid Search,2024-07-01,573.43
2565,Outbound,2024-07-01,737.34
2566,Referral,2024-07-01,151.7
2567,Partners,2024-07-01,388.24
2568,Content,2024-07-01,173.97
2569,Paid Search,2024-07-01,329.2
2570,Content,2024-07-01,229.64
2571,Content,2024-07-01,193.8
2572,Paid Search,2024-07-01,289.82
2573,Referral,2024-07-01,129.86
2574,Referral,2024-07-01,79.19
2575,Paid Search,2024-07-01,523.07
2576,Outbound,2024-07-01,554.29
2577,Paid Search,2024-07-01,278.75
2578,Referral,2024-07-01,143.9
2579,Paid Search,2024-07-01,372.78
2580,Paid Search,2024-07-01,450.52
2581,Referral,2024-07-01,87.07
2582,Content,2024-07-01,154.98
2583,Paid Search,2024-07-01,407.87
2584,Outbound,2024-07-01,765.45
2585,Partners,2024-07-01,183.48
2586,Content,2024-07-01,98.82
2587,Paid Search,2024-07-01,350.96
2588,Paid Search,2024-07-01,224.8
2589,Content,2024-07-01,214.36
2590,Content,2024-07-01,229.06
2591,Partners,2024-07-01,447.48
2592,Content,2024-07-01,245.43
2593,Outbound,2024-07-01,772.48
2594,Partners,2024-07-01,284.37
2595,Content,2024-07-01,216.23
2596,Referral,2024-07-01,151.37
2597,Paid Search,2024-07-01,331.28
2598,Outbound,2024-07-01,307.37
2599,Paid Search,2024-07-01,536.31
2600,Partners,2024-07-01,328.11
2601,Referral,2024-07-01,158.69
2602,Content,2024-07-01,110.29
2603,Paid Search,2024-07-01,324.67
2604,Content,2024-07-01,223.38
2605,Referral,2024-07-01,182.78
2606,Outbound,2024-07-01,485.2
2607,Referral,2024-07-01,195.54
2608,Partners,2024-07-01,387.41
2609,Paid Search,2024-07-01,527.67
2610,Partners,2024-07-01,297.72
2611,Outbound,2024-07-01,684.33
2612,Outbound,2024-07-01,504.93
2613,Content,2024-07-01,296.02
2614,Partners,2024-07-01,448.2
2615,Partners,2024-07-01,365.64
2616,Content,2024-07-01,103.07
2617,Paid Search,2024-07-01,567.98
2618,Outbound,2024-07-01,579.92
2619,Outbound,2024-07-01,740.75
2620,Referral,2024-07-01,106.39
2621,Content,2024-07-01,297.77
2622,Referral,2024-07-01,103.68
2623,Partners,2024-07-01,251.7
2624,Outbound,2024-07-01,847.63
2625,Referral,2024-07-01,54.45
2626,Outbound,2024-07-01,431.37
2627,Referral,2024-07-01,100.97
2628,Partners,2024-07-01,218.6
2629,Outbound,2024-07-01,846.39
2630,Paid Search,2024-07-01,254.9
2631,Paid Search,2024-07-01,284.09
2632,Content,2024-07-01,258.09
2633,Outbound,2024-07-01,886.26
2634,Partners,2024-07-01,457.44
2635,Paid Search,2024-07-01,553.09
2636,Outbound,2024-07-01,415.01
2637,Content,2024-07-01,149.95
2638,Content,2024-07-01,133.8
2639,Paid Search,2024-07-01,434.93
2640,Partners,2024-07-01,202.0
2641,Outbound,2024-07-01,777.37
2642,Outbound,2024-07-01,881.03
2643,Content,2024-07-01,97.91
2644,Content,2024-07-01,215.28
2645,Outbound,2024-07-01,750.78
2646,Partners,2024-07-01,331.61
2647,Outbound,2024-07-01,524.33
2648,Content,2024-07-01,188.85
2649,Referral,2024-07-01,145.72
2650,Partners,2024-07-01,222.52
2651,Outbound,2024-07-01,440.63
2652,Outbound,2024-07-01,833.23
2653,Partners,2024-07-01,444.85
2654,Referral,2024-07-01,70.15
2655,Paid Search,2024-07-01,407.53
2656,Outbound,2024-07-01,579.15
2657,Partners,2024-07-01,307.9
2658,Content,2024-07-01,256.99
2659,Referral,2024-07-01,53.71
2660,Content,2024-07-01,221.98
2661,Referral,2024-07-01,94.18
2662,Partners,2024-07-01,375.28
2663,Referral,2024-07-01,64.76
2664,Paid Search,2024-07-01,418.41
2665,Referral,2024-07-01,99.39
2666,Referral,2024-07-01,165.27
2667,Referral,2024-07-01,140.61
2668,Outbound,2024-07-01,751.43
2669,Partners,2024-07-01,152.99
2670,Referral,2024-07-01,101.99
2671,Content,2024-07-01,260.81
2672,Paid Search,2024-07-01,405.06
2673,Outbound,2024-07-01,436.55
2674,Outbound,2024-07-01,609.5
2675,Partners,2024-07-01,402.88
2676,Content,2024-07-01,98.89
2677,Outbound,2024-07-01,865.16
2678,Content,2024-07-01,178.99
2679,Partners,2024-07-01,198.63
2680,Outbound,2024-07-01,742.68
2681,Content,2024-07-01,263.55
2682,Referral,2024-07-01,113.86
2683,Content,2024-07-01,231.91
2684,Referral,2024-07-01,53.49
2685,Paid Search,2024-07-01,261.48
2686,Referral,2024-07-01,169.87
2687,Partners,2024-07-01,286.81
2688,Content,2024-07-01,165.94
2689,Partners,2024-07-01,316.17
2690,Referral,2024-07-01,117.73
2691,Referral,2024-07-01,65.65
2692,Partners,2024-07-01,439.27
2693,Partners,2024-07-01,215.34
2694,Paid Search,2024-07-01,354.36
2695,Outbound,2024-07-01,695.74
2696,Paid Search,2024-07-01,347.46
2697,Paid Search,2024-07-01,543.88
2698,Content,2024-07-01,297.71
2699,Outbound,2024-07-01,586.95
2700,Paid Search,2024-07-01,561.44
2701,Outbound,2024-07-01,423.41
2702,Content,2024-07-01,226.25
2703,Outbound,2024-07-01,863.49
2704,Partners,2024-07-01,400.87
2705,Content,2024-07-01,81.64
2706,Outbound,2024-07-01,794.75
2707,Partners,2024-07-01,334.05
2708,Partners,2024-07-01,311.07
2709,Partners,2024-07-01,181.89
2710,Content,2024-07-01,265.38
2711,Referral,2024-07-01,173.51
2712,Outbound,2024-07-01,407.75
2713,Partners,2024-07-01,310.24
2714,Outbound,2024-07-01,357.32
2715,Paid Search,2024-07-01,548.22
2716,Referral,2024-07-01,130.66
2717,Paid Search,2024-07-01,488.96
2718,Outbound,2024-07-01,546.77
2719,Partners,2024-07-01,279.06
2720,Paid Search,2024-07-01,511.8
2721,Content,2024-07-01,135.61
2722,Partners,2024-07-01,159.35
2723,Content,2024-07-01,244.11
2724,Outbound,2024-07-01,306.44
2725,Paid Search,2024-07-01,254.59
2726,Content,2024-07-01,95.01
2727,Partners,2024-07-01,399.75
2728,Content,2024-07-01,260.49
2729,Outbound,2024-07-01,310.84
2730,Paid Search,2024-07-01,249.66
2731,Content,2024-07-01,227.71
2732,Paid Search,2024-07-01,261.4
2733,Referral,2024-07-01,157.16
2734,Partners,2024-07-01,393.86
2735,Partners,2024-07-01,400.74
2736,Paid Search,2024-07-01,323.33
2737,Paid Search,2024-07-01,219.47
2738,Content,2024-07-01,284.34
2739,Referral,2024-07-01,80.0
2740,Paid Search,2024-07-01,595.72
2741,Referral,2024-07-01,151.99
2742,Paid Search,2024-07-01,552.91
2743,Outbound,2024-07-01,326.41
2744,Partners,2024-07-01,264.5
2745,Partners,2024-07-01,368.64
2746,Partners,2024-07-01,299.76
2747,Outbound,2024-07-01,513.95
2748,Outbound,2024-07-01,692.4
2749,Paid Search,2024-07-01,383.51
2750,Paid Search,2024-07-01,311.38
2751,Partners,2024-07-01,173.57
2752,Outbound,2024-07-01,760.53
2753,Content,2024-07-01,102.4
2754,Partners,2024-07-01,472.78
2755,Partners,2024-07-01,485.66
2756,Partners,2024-07-01,370.81
2757,Content,2024-07-01,293.92
2758,Outbound,2024-07-01,681.21
2759,Referral,2024-07-01,149.96
2760,Paid Search,2024-07-01,443.41
2761,Partners,2024-07-01,328.86
2762,Outbound,2024-07-01,722.78
2763,Paid Search,2024-07-01,446.54
2764,Paid Search,2024-07-01,495.17
2765,Outbound,2024-07-01,335.95
2766,Referral,2024-07-01,80.3
2767,Content,2024-07-01,88.34
2768,Partners,2024-07-01,305.3
2769,Referral,2024-07-01,97.63
2770,Paid Search,2024-07-01,591.03
2771,Referral,2024-07-01,84.35
2772,Referral,2024-07-01,80.87
2773,Paid Search,2024-07-01,466.0
2774,Outbound,2024-07-01,717.77
2775,Outbound,2024-07-01,528.89
2776,Referral,2024-07-01,144.47
2777,Paid Search,2024-07-01,227.99
2778,Outbound,2024-07-01,895.21
2779,Outbound,2024-07-01,404.21
2780,Partners,2024-07-01,476.13
2781,Outbound,2024-07-01,555.74
2782,Content,2024-07-01,238.77
2783,Outbound,2024-07-01,663.51
2784,Referral,2024-07-01,117.24
2785,Outbound,2024-07-01,768.77
2786,Paid Search,2024-07-01,343.83
2787,Content,2024-07-01,177.1
2788,Partners,2024-07-01,301.7
2789,Outbound,2024-07-01,776.14
2790,Paid Search,2024-07-01,370.96
2791,Paid Search,2024-07-01,568.61
2792,Partners,2024-07-01,343.5
2793,Outbound,2024-07-01,578.19
2794,Content,2024-07-01,203.67
2795,Content,2024-07-01,110.06
2796,Content,2024-07-01,281.55
2797,Paid Search,2024-07-01,400.28
2798,Referral,2024-07-01,188.85
2799,Content,2024-07-01,162.09
2800,Content,2024-07-01,297.25
2801,Paid Search,2024-07-01,215.53
2802,Paid Search,2024-07-01,426.24
2803,Outbound,2024-07-01,874.26
2804,Referral,2024-07-01,123.29
2805,Referral,2024-07-01,147.64
2806,Content,2024-07-01,133.32
2807,Paid Search,2024-07-01,344.57
2808,Paid Search,2024-07-01,458.13
2809,Referral,2024-08-01,191.64
2810,Outbound,2024-08-01,661.29
2811,Outbound,2024-08-01,762.58
2812,Content,2024-08-01,208.96
2813,Paid Search,2024-08-01,275.53
2814,Content,2024-08-01,173.91
2815,Referral,2024-08-01,129.98
2816,Content,2024-08-01,241.47
2817,Paid Search,2024-08-01,429.04
2818,Referral,2024-08-01,90.35
2819,Outbound,2024-08-01,538.78
2820,Referral,2024-08-01,75.26
2821,Content,2024-08-01,95.37
2822,Content,2024-08-01,223.99
2823,Content,2024-08-01,162.42
2824,Outbound,2024-08-01,409.19
2825,Paid Search,2024-08-01,525.75
2826,Outbound,2024-08-01,749.95
2827,Outbound,2024-08-01,841.36
2828,Content,2024-08-01,280.85
2829,Paid Search,2024-08-01,266.45
2830,Referral,2024-08-01,68.7
2831,Paid Search,2024-08-01,434.26
2832,Content,2024-08-01,247.32
2833,Paid Search,2024-08-01,500.72
2834,Paid Search,2024-08-01,515.68
2835,Paid Search,2024-08-01,408.93
2836,Paid Search,2024-08-01,408.03
2837,Referral,2024-08-01,120.98
2838,Referral,2024-08-01,100.48
2839,Referral,2024-08-01,172.53
2840,Referral,2024-08-01,106.77
2841,Paid Search,2024-08-01,549.23
2842,Paid Search,2024-08-01,548.22
2843,Content,2024-08-01,275.35
2844,Outbound,2024-08-01,373.74
2845,Partners,2024-08-01,394.74
2846,Outbound,2024-08-01,671.01
2847,Content,2024-08-01,225.25
2848,Paid Search,2024-08-01,583.02
2849,Referral,2024-08-01,104.03
2850,Paid Search,2024-08-01,494.33
2851,Content,2024-08-01,186.6
2852,Partners,2024-08-01,271.92
2853,Content,2024-08-01,268.56
2854,Paid Search,2024-08-01,317.55
2855,Outbound,2024-08-01,821.92
2856,Partners,2024-08-01,400.83
2857,Paid Search,2024-08-01,518.73
2858,Referral,2024-08-01,199.45
2859,Content,2024-08-01,178.18
2860,Paid Search,2024-08-01,416.27
2861,Outbound,2024-08-01,751.95
2862,Paid Search,2024-08-01,597.34
2863,Paid Search,2024-08-01,571.59
2864,Content,2024-08-01,128.48
2865,Referral,2024-08-01,192.73
2866,Paid Search,2024-08-01,569.09
2867,Content,2024-08-01,232.19
2868,Outbound,2024-08-01,759.8
2869,Partners,2024-08-01,270.13
2870,Content,2024-08-01,252.72
2871,Content,2024-08-01,129.18
2872,Paid Search,2024-08-01,244.55
2873,Referral,2024-08-01,190.58
2874,Paid Search,2024-08-01,250.97
2875,Referral,2024-08-01,136.54
2876,Paid Search,2024-08-01,436.02
2877,Outbound,2024-08-01,887.91
2878,Referral,2024-08-01,169.63
2879,Outbound,2024-08-01,660.97
2880,Outbound,2024-08-01,305.51
2881,Content,2024-08-01,259.55
2882,Referral,2024-08-01,124.97
2883,Content,2024-08-01,142.35
2884,Paid Search,2024-08-01,323.56
2885,Paid Search,2024-08-01,539.07
2886,Partners,2024-08-01,440.04
2887,Content,2024-08-01,292.63
2888,Paid Search,2024-08-01,333.26
2889,Outbound,2024-08-01,860.66
2890,Outbound,2024-08-01,331.54
2891,Outbound,2024-08-01,736.44
2892,Referral,2024-08-01,148.89
2893,Outbound,2024-08-01,628.77
2894,Referral,2024-08-01,121.01
2895,Referral,2024-08-01,108.66
2896,Partners,2024-08-01,248.83
2897,Outbound,2024-08-01,628.81
2898,Paid Search,2024-08-01,500.91
2899,Partners,2024-08-01,168.94
