customer_id,signup_month,acquisition_channel,initial_plan_id
2764,2024-07-01,Paid Search,1
2765,2024-07-01,Outbound,2
2766,2024-07-01,Referral,1
2767,2024-07-01,Content,1
2768,2024-07-01,Partners,3
2769,2024-07-01,Referral,1
2770,2024-07-01,Paid Search,1
2771,2024-07-01,Referral,2
2772,2024-07-01,Referral,1
2773,2024-07-01,Paid Search,3
2774,2024-07-01,Outbound,2
2775,2024-07-01,Outbound,2
2776,2024-07-01,Referral,1
2777,2024-07-01,Paid Search,2
2778,2024-07-01,Outbound,1
2779,2024-07-01,Outbound,1
2780,2024-07-01,Partners,2
2781,2024-07-01,Outbound,1
2782,2024-07-01,Content,1
2783,2024-07-01,Outbound,1
2784,2024-07-01,Referral,1
2785,2024-07-01,Outbound,1
2786,2024-07-01,Paid Search,3
2787,2024-07-01,Content,1
2788,2024-07-01,Partners,2
2789,2024-07-01,Outbound,2
2790,2024-07-01,Paid Search,2
2791,2024-07-01,Paid Search,2
2792,2024-07-01,Partners,1
2793,2024-07-01,Outbound,1
2794,2024-07-01,Content,1
2795,2024-07-01,Content,1
2796,2024-07-01,Content,1
2797,2024-07-01,Paid Search,1
2798,2024-07-01,Referral,1
2799,2024-07-01,Content,3
2800,2024-07-01,Content,1
2801,2024-07-01,Paid Search,1
2802,2024-07-01,Paid Search,1
2803,2024-07-01,Outbound,2
2804,2024-07-01,Referral,1
2805,2024-07-01,Referral,2
2806,2024-07-01,Content,2
2807,2024-07-01,Paid Search,3
2808,2024-07-01,Paid Search,2
2809,2024-08-01,Referral,2
2810,2024-08-01,Outbound,1
2811,2024-08-01,Outbound,1
2812,2024-08-01,Content,1
2813,2024-08-01,Paid Search,1
2814,2024-08-01,Content,1
2815,2024-08-01,Referral,1
2816,2024-08-01,Content,1
2817,2024-08-01,Paid Search,1
2818,2024-08-01,Referral,2
2819,2024-08-01,Outbound,3
2820,2024-08-01,Referral,1
2821,2024-08-01,Content,1
2822,2024-08-01,Content,1
2823,2024-08-01,Content,1
2824,2024-08-01,Outbound,1
2825,2024-08-01,Paid Search,1
2826,2024-08-01,Outbound,1
2827,2024-08-01,Outbound,1
2828,2024-08-01,Content,1
2829,2024-08-01,Paid Search,2
2830,2024-08-01,Referral,1
2831,2024-08-01,Paid Search,1
2832,2024-08-01,Content,1
2833,2024-08-01,Paid Search,1
2834,2024-08-01,Paid Search,2
2835,2024-08-01,Paid Search,1
2836,2024-08-01,Paid Search,1
2837,2024-08-01,Referral,3
2838,2024-08-01,Referral,2
2839,2024-08-01,Referral,3
2840,2024-08-01,Referral,2
2841,2024-08-01,Paid Search,3
2842,2024-08-01,Paid Search,1
2843,2024-08-01,Content,2
2844,2024-08-01,Outbound,1
2845,2024-08-01,Partners,1
2846,2024-08-01,Outbound,1
2847,2024-08-01,Content,1
2848,2024-08-01,Paid Search,3
2849,2024-08-01,Referral,1
2850,2024-08-01,Paid Search,3
2851,2024-08-01,Content,1
2852,2024-08-01,Partners,2
2853,2024-08-01,Content,3
2854,2024-08-01,Paid Search,2
2855,2024-08-01,Outbound,2
2856,2024-08-01,Partners,2
2857,2024-08-01,Paid Search,1
2858,2024-08-01,Referral,2
2859,2024-08-01,Content,1
2860,2024-08-01,Paid Search,1
2861,2024-08-01,Outbound,1
2862,2024-08-01,Paid Search,1
2863,2024-08-01,Paid Search,1
2864,2024-08-01,Content,2
2865,2024-08-01,Referral,2
2866,2024-08-01,Paid Search,2
2867,2024-08-01,Content,1
2868,2024-08-01,Outbound,3
2869,2024-08-01,Partners,1
2870,2024-08-01,Content,2
2871,2024-08-01,Content,2
2872,2024-08-01,Paid Search,1
2873,2024-08-01,Referral,2
2874,2024-08-01,Paid Search,1
2875,2024-08-01,Referral,3
2876,2024-08-01,Paid Search,1
2877,2024-08-01,Outbound,2
2878,2024-08-01,Referral,2
2879,2024-08-01,Outbound,1
2880,2024-08-01,Outbound,1
2881,2024-08-01,Content,1
2882,2024-08-01,Referral,2
2883,2024-08-01,Content,1
2884,2024-08-01,Paid Search,1
2885,2024-08-01,Paid Search,1
2886,2024-08-01,Partners,1
2887,2024-08-01,Content,1
2888,2024-08-01,Paid Search,3
2889,2024-08-01,Outbound,2
2890,2024-08-01,Outbound,2
2891,2024-08-01,Outbound,2
2892,2024-08-01,Referral,3
2893,2024-08-01,Outbound,3
2894,2024-08-01,Referral,1
2895,2024-08-01,Referral,2
2896,2024-08-01,Partners,2
2897,2024-08-01,Outbound,2
2898,2024-08-01,Paid Search,1
2899,2024-08-01,Partners,2
2900,2024-08-01,Referral,1
2901,2024-08-01,Outbound,1
2902,2024-08-01,Outbound,1
2903,2024-08-01,Outbound,2
2904,2024-08-01,Partners,1
2905,2024-08-01,Outbound,1
2906,2024-08-01,Outbound,3
2907,2024-08-01,Content,1
2908,2024-08-01,Partners,2
2909,2024-08-01,Outbound,2
2910,2024-08-01,Paid Search,1
2911,2024-08-01,Referral,2
2912,2024-08-01,Content,2
2913,2024-08-01,Paid Search,2
2914,2024-08-01,Content,1
2915,2024-08-01,Referral,1
2916,2024-08-01,Paid Search,1
2917,2024-08-01,Partners,1
2918,2024-08-01,Partners,1
2919,2024-08-01,Paid Search,2
2920,2024-08-01,Content,3
2921,2024-08-01,Referral,1
2922,2024-08-01,Paid Search,2
2923,2024-08-01,Partners,1
2924,2024-08-01,Paid Search,1
2925,2024-08-01,Partners,1
2926,2024-08-01,Partners,1
2927,2024-08-01,Paid Search,2
2928,2024-08-01,Paid Search,1
2929,2024-08-01,Outbound,1
2930,2024-08-01,Referral,1
2931,2024-08-01,Outbound,2
2932,2024-08-01,Referral,2
2933,2024-08-01,Paid Search,1
2934,2024-08-01,Partners,1
2935,2024-08-01,Paid Search,1
2936,2024-08-01,Partners,3
2937,2024-08-01,Partners,1
2938,2024-08-01,Referral,1
2939,2024-08-01,Referral,2
2940,2024-08-01,Paid Search,2
2941,2024-08-01,Paid Search,1
2942,2024-08-01,Outbound,3
2943,2024-08-01,Outbound,1
2944,2024-08-01,Partners,1
2945,2024-08-01,Referral,1
2946,2024-08-01,Content,1
2947,2024-08-01,Content,3
2948,2024-08-01,Outbound,1
2949,2024-08-01,Outbound,2
2950,2024-08-01,Partners,2
2951,2024-08-01,Outbound,1
2952,2024-08-01,Content,1
2953,2024-08-01,Paid Search,1
2954,2024-08-01,Partners,1
2955,2024-08-01,Paid Search,1
2956,2024-08-01,Referral,1
2957,2024-08-01,Referral,1
2958,2024-08-01,Outbound,1
2959,2024-08-01,Paid Search,1
2960,2024-08-01,Referral,1
2961,2024-08-01,Paid Search,1
2962,2024-08-01,Referral,1
2963,2024-08-01,Paid Search,1
2964,2024-08-01,Content,1
2965,2024-08-01,Partners,1
2966,2024-08-01,Content,1
2967,2024-08-01,Paid Search,2
2968,2024-08-01,Outbound,1
2969,2024-08-01,Referral,1
2970,2024-08-01,Referral,2
2971,2024-08-01,Partners,1
2972,2024-08-01,Content,3
2973,2024-08-01,Partners,1
2974,2024-08-01,Partners,3
2975,2024-08-01,Outbound,1
2976,2024-08-01,Referral,1
2977,2024-08-01,Paid Search,2
2978,2024-08-01,Outbound,3
2979,2024-08-01,Paid Search,1
2980,2024-08-01,Content,2
2981,2024-08-01,Content,2
2982,2024-08-01,Outbound,1
2983,2024-08-01,Partners,2
2984,2024-08-01,Partners,1
2985,2024-08-01,Paid Search,2
2986,2024-08-01,Referral,1
2987,2024-08-01,Partners,2
2988,2024-08-01,Content,3
2989,2024-08-01,Partners,3
2990,2024-08-01,Referral,2
2991,2024-08-01,Paid Search,1
2992,2024-08-01,Referral,3
2993,2024-08-01,Outbound,2
2994,2024-08-01,Paid Search,1
2995,2024-08-01,Referral,1
2996,2024-08-01,Partners,1
2997,2024-08-01,Partners,2
2998,2024-08-01,Content,2
2999,2024-08-01,Paid Search,1
3000,2024-08-01,Referral,1
3001,2024-08-01,Referral,2
3002,2024-08-01,Referral,1
3003,2024-08-01,Outbound,1
3004,2024-08-01,Outbound,1
3005,2024-08-01,Paid Search,1
3006,2024-08-01,Outbound,1
3007,2024-08-01,Referral,1
3008,2024-08-01,Referral,1
3009,2024-08-01,Content,1
3010,2024-08-01,Content,1
3011,2024-08-01,Outbound,1
3012,2024-08-01,Outbound,1
3013,2024-08-01,Paid Search,1
3014,2024-08-01,Content,3
3015,2024-08-01,Paid Search,1
3016,2024-08-01,Outbound,1
3017,2024-08-01,Content,1
3018,2024-08-01,Content,1
3019,2024-08-01,Paid Search,1
3020,2024-08-01,Paid Search,2
3021,2024-08-01,Referral,1
3022,2024-08-01,Paid Search,1
3023,2024-08-01,Content,1
3024,2024-08-01,Partners,1
3025,2024-08-01,Outbound,1
3026,2024-08-01,Referral,3
3027,2024-08-01,Content,1
3028,2024-08-01,Paid Search,2
3029,2024-08-01,Outbound,1
3030,2024-08-01,Outbound,1
3031,2024-08-01,Paid Search,1
3032,2024-08-01,Outbound,1
3033,2024-08-01,Paid Search,2
3034,2024-08-01,Partners,1
3035,2024-08-01,Outbound,1
3036,2024-08-01,Paid Search,1
3037,2024-08-01,Referral,1
3038,2024-08-01,Referral,2
3039,2024-08-01,Paid Search,1
3040,2024-08-01,Referral,1
3041,2024-08-01,Partners,1
3042,2024-08-01,Content,1
3043,2024-08-01,Paid Search,2
3044,2024-08-01,Outbound,1
3045,2024-08-01,Referral,2
3046,2024-08-01,Partners,1
3047,2024-08-01,Outbound,1
3048,2024-08-01,Paid Search,1
3049,2024-08-01,Paid Search,1
3050,2024-08-01,Outbound,1
3051,2024-08-01,Paid Search,1
3052,2024-08-01,Referral,1
3053,2024-08-01,Outbound,1
3054,2024-08-01,Outbound,1
3055,2024-08-01,Referral,2
3056,2024-08-01,Partners,3
3057,2024-08-01,Content,2
3058,2024-08-01,Content,1
3059,2024-08-01,Partners,2
3060,2024-08-01,Referral,2
3061,2024-08-01,Paid Search,3
3062,2024-08-01,Outbound,2
3063,2024-08-01,Partners,2
3064,2024-08-01,Outbound,1
3065,2024-08-01,Partners,2
3066,2024-08-01,Referral,1
3067,2024-08-01,Partners,1
3068,2024-08-01,Partners,1
3069,2024-08-01,Partners,1
3070,2024-08-01,Referral,2
3071,2024-08-01,Outbound,1
3072,2024-08-01,Referral,1
3073,2024-08-01,Referral,3
3074,2024-08-01,Paid Search,2
3075,2024-08-01,Outbound,1
3076,2024-08-01,Referral,2
3077,2024-08-01,Referral,1
3078,2024-08-01,Partners,1
3079,2024-09-01,Partners,1
3080,2024-09-01,Paid Search,2
3081,2024-09-01,Referral,1
3082,2024-09-01,Partners,2
3083,2024-09-01,Partners,1
3084,2024-09-01,Content,3
3085,2024-09-01,Partners,1
3086,2024-09-01,Outbound,1
3087,2024-09-01,Content,1
3088,2024-09-01,Content,1
3089,2024-09-01,Paid Search,1
3090,2024-09-01,Outbound,1
3091,2024-09-01,Outbound,2
3092,2024-09-01,Outbound,2
3093,2024-09-01,Partners,1
3094,2024-09-01,Content,1
3095,2024-09-01,Content,1
3096,2024-09-01,Paid Search,2
3097,2024-09-01,Paid Search,1
3098,2024-09-01,Paid Search,1
3099,2024-09-01,Referral,1
3100,2024-09-01,Paid Search,2
3101,2024-09-01,Paid Search,1
3102,2024-09-01,Paid Search,1
3103,2024-09-01,Partners,2
3104,2024-09-01,Referral,1
3105,2024-09-01,Paid Search,1
3106,2024-09-01,Partners,1
3107,2024-09-01,Paid Search,1
3108,2024-09-01,Content,1
3109,2024-09-01,Paid Search,1
3110,2024-09-01,Referral,2
3111,2024-09-01,Content,2
3112,2024-09-01,Paid Search,1
3113,2024-09-01,Outbound,1
3114,2024-09-01,Referral,1
3115,2024-09-01,Referral,3
3116,2024-09-01,Paid Search,2
3117,2024-09-01,Partners,1
3118,2024-09-01,Content,1
3119,2024-09-01,Referral,2
3120,2024-09-01,Paid Search,1
3121,2024-09-01,Referral,3
3122,2024-09-01,Paid Search,2
3123,2024-09-01,Outbound,2
3124,2024-09-01,Outbound,1
3125,2024-09-01,Content,2
3126,2024-09-01,Content,3
3127,2024-09-01,Paid Search,1
3128,2024-09-01,Content,1
3129,2024-09-01,Content,2
3130,2024-09-01,Referral,1
3131,2024-09-01,Outbound,1
3132,2024-09-01,Partners,1
3133,2024-09-01,Outbound,1
3134,2024-09-01,Content,1
3135,2024-09-01,Outbound,2
3136,2024-09-01,Paid Search,1
3137,2024-09-01,Referral,1
3138,2024-09-01,Paid Search,1
3139,2024-09-01,Outbound,1
3140,2024-09-01,Partners,3
3141,2024-09-01,Outbound,1
3142,2024-09-01,Outbound,1
3143,2024-09-01,Outbound,1
3144,2024-09-01,Content,1
3145,2024-09-01,Partners,1
3146,2024-09-01,Outbound,1
3147,2024-09-01,Paid Search,1
3148,2024-09-01,Content,1
3149,2024-09-01,Outbound,2
3150,2024-09-01,Referral,1
3151,2024-09-01,Content,2
3152,2024-09-01,Referral,1
3153,2024-09-01,Paid Search,2
3154,2024-09-01,Outbound,1
3155,2024-09-01,Content,1
3156,2024-09-01,Partners,1
3157,2024-09-01,Content,3
3158,2024-09-01,Paid Search,1
3159,2024-09-01,Outbound,2
3160,2024-09-01,Paid Search,1
3161,2024-09-01,Partners,2
3162,2024-09-01,Content,1
3163,2024-09-01,Content,2
3164,2024-09-01,Referral,2
3165,2024-09-01,Paid Search,1
3166,2024-09-01,Referral,1
3167,2024-09-01,Partners,1
3168,2024-09-01,Paid Search,2
3169,2024-09-01,Partners,1
3170,2024-09-01,Outbound,1
3171,2024-09-01,Partners,1
3172,2024-09-01,Content,1
3173,2024-09-01,Referral,1
3174,2024-09-01,Referral,3
3175,2024-09-01,Referral,2
3176,2024-09-01,Outbound,2
3177,2024-09-01,Content,2
3178,2024-09-01,Partners,2
3179,2024-09-01,Partners,2
3180,2024-09-01,Paid Search,1
3181,2024-09-01,Content,1
3182,2024-09-01,Outbound,2
3183,2024-09-01,Outbound,2
3184,2024-09-01,Partners,1
3185,2024-09-01,Partners,3
3186,2024-09-01,Outbound,1
3187,2024-09-01,Content,1
3188,2024-09-01,Content,1
3189,2024-09-01,Partners,1
3190,2024-09-01,Content,1
3191,2024-09-01,Referral,1
3192,2024-09-01,Paid Search,1
3193,2024-09-01,Outbound,3
3194,2024-09-01,Referral,1
3195,2024-09-01,Paid Search,1
3196,2024-09-01,Referral,3
3197,2024-09-01,Content,2
3198,2024-09-01,Paid Search,3
3199,2024-09-01,Referral,2
3200,2024-09-01,Partners,3
3201,2024-09-01,Referral,1
3202,2024-09-01,Referral,1
3203,2024-09-01,Partners,1
3204,2024-09-01,Paid Search,2
3205,2024-09-01,Outbound,2
3206,2024-09-01,Outbound,2
3207,2024-09-01,Outbound,1
3208,2024-09-01,Outbound,1
3209,2024-09-01,Paid Search,1
3210,2024-09-01,Partners,3
3211,2024-09-01,Paid Search,1
3212,2024-09-01,Content,2
3213,2024-09-01,Referral,1
3214,2024-09-01,Partners,1
3215,2024-09-01,Content,1
3216,2024-09-01,Partners,1
3217,2024-09-01,Outbound,1
3218,2024-09-01,Partners,2
3219,2024-09-01,Referral,2
3220,2024-09-01,Outbound,1
3221,2024-09-01,Content,1
3222,2024-09-01,Paid Search,1
3223,2024-09-01,Paid Search,1
3224,2024-09-01,Content,1
3225,2024-09-01,Referral,1
3226,2024-09-01,Content,1
3227,2024-09-01,Outbound,1
3228,2024-09-01,Content,1
3229,2024-09-01,Outbound,3
3230,2024-09-01,Partners,1
3231,2024-09-01,Partners,1
3232,2024-09-01,Partners,2
3233,2024-09-01,Referral,1
3234,2024-09-01,Outbound,1
3235,2024-09-01,Content,1
3236,2024-09-01,Content,3
3237,2024-09-01,Content,2
3238,2024-09-01,Paid Search,1
3239,2024-09-01,Content,2
3240,2024-09-01,Partners,1
3241,2024-09-01,Outbound,3
3242,2024-09-01,Paid Search,1
3243,2024-09-01,Referral,2
3244,2024-09-01,Paid Search,2
3245,2024-09-01,Content,1
3246,2024-09-01,Partners,1
3247,2024-09-01,Referral,1
3248,2024-09-01,Content,1
3249,2024-09-01,Outbound,1
3250,2024-09-01,Content,2
3251,2024-09-01,Paid Search,3
3252,2024-09-01,Paid Search,1
3253,2024-09-01,Content,1
3254,2024-09-01,Partners,3
3255,2024-09-01,Content,1
3256,2024-09-01,Referral,2
3257,2024-09-01,Content,1
3258,2024-09-01,Content,3
3259,2024-09-01,Content,1
3260,2024-09-01,Content,1
3261,2024-09-01,Outbound,1
3262,2024-09-01,Referral,1
3263,2024-09-01,Content,2
3264,2024-09-01,Content,1
3265,2024-09-01,Referral,2
3266,2024-09-01,Partners,1
3267,2024-09-01,Partners,3
3268,2024-09-01,Content,1
3269,2024-09-01,Paid Search,2
3270,2024-09-01,Outbound,3
3271,2024-09-01,Outbound,1
3272,2024-09-01,Outbound,1
3273,2024-09-01,Outbound,1
3274,2024-09-01,Content,2
3275,2024-09-01,Referral,2
3276,2024-09-01,Referral,1
3277,2024-09-01,Content,1
3278,2024-09-01,Outbound,1
3279,2024-09-01,Paid Search,1
3280,2024-09-01,Outbound,3
3281,2024-09-01,Referral,1
3282,2024-09-01,Outbound,1
3283,2024-09-01,Outbound,2
3284,2024-09-01,Content,2
3285,2024-09-01,Referral,1
3286,2024-09-01,Paid Search,2
3287,2024-09-01,Paid Search,1
3288,2024-09-01,Paid Search,1
3289,2024-09-01,Outbound,1
3290,2024-09-01,Referral,3
3291,2024-09-01,Paid Search,1
3292,2024-09-01,Paid Search,1
3293,2024-09-01,Outbound,2
3294,2024-09-01,Referral,2
3295,2024-09-01,Outbound,1
3296,2024-09-01,Outbound,2
3297,2024-09-01,Paid Search,1
3298,2024-09-01,Referral,1
3299,2024-09-01,Partners,1
3300,2024-09-01,Referral,3
3301,2024-09-01,Paid Search,1
3302,2024-09-01,Outbound,1
3303,2024-09-01,Outbound,1
3304,2024-09-01,Paid Search,2
3305,2024-09-01,Referral,1
3306,2024-09-01,Paid Search,1
3307,2024-09-01,Referral,1
3308,2024-09-01,Content,1
3309,2024-09-01,Outbound,1
3310,2024-09-01,Referral,3
3311,2024-09-01,Partners,1
3312,2024-09-01,Content,1
3313,2024-09-01,Partners,2
3314,2024-09-01,Partners,1
3315,2024-09-01,Outbound,1
3316,2024-09-01,Paid Search,1
3317,2024-09-01,Partners,1
3318,2024-09-01,Partners,2
3319,2024-09-01,Partners,1
3320,2024-09-01,Outbound,2
3321,2024-09-01,Outbound,1
3322,2024-09-01,Referral,1
3323,2024-09-01,Paid Search,1
3324,2024-09-01,Referral,1
3325,2024-09-01,Referral,2
3326,2024-09-01,Content,1
3327,2024-09-01,Outbound,1
3328,2024-09-01,Partners,3
3329,2024-09-01,Paid Search,1
3330,2024-09-01,Content,1
3331,2024-09-01,Outbound,1
3332,2024-09-01,Paid Search,3
3333,2024-09-01,Paid Search,1
3334,2024-09-01,Partners,1
3335,2024-09-01,Referral,1
3336,2024-09-01,Partners,3
3337,2024-09-01,Referral,1
3338,2024-09-01,Paid Search,2
3339,2024-09-01,Paid Search,1
3340,2024-09-01,Content,1
3341,2024-09-01,Referral,1
3342,2024-09-01,Content,1
3343,2024-09-01,Content,2
3344,2024-09-01,Content,1
3345,2024-09-01,Paid Search,2
3346,2024-09-01,Paid Search,1
3347,2024-09-01,Paid Search,1
3348,2024-09-01,Content,1
3349,2024-09-01,Referral,2
3350,2024-09-01,Paid Search,3
3351,2024-09-01,Referral,2
3352,2024-09-01,Paid Search,3
3353,2024-09-01,Referral,2
3354,2024-09-01,Content,1
3355,2024-09-01,Outbound,1
3356,2024-09-01,Referral,2
3357,2024-09-01,Content,2
3358,2024-09-01,Partners,1
3359,2024-09-01,Content,3
3360,2024-09-01,Content,1
3361,2024-09-01,Referral,2
3362,2024-09-01,Outbound,2
3363,2024-09-01,Outbound,2
3364,2024-09-01,Content,1
3365,2024-09-01,Outbound,1
3366,2024-09-01,Content,1
3367,2024-09-01,Partners,2
3368,2024-09-01,Referral,2
3369,2024-09-01,Content,2
3370,2024-09-01,Paid Search,3
3371,2024-09-01,Referral,1
3372,2024-09-01,Partners,1
3373,2024-09-01,Outbound,1
3374,2024-09-01,Referral,3
3375,2024-09-01,Paid Search,1
3376,2024-09-01,Paid Search,1
3377,2024-09-01,Outbound,1
3378,2024-09-01,Partners,1
3379,2024-09-01,Partners,1
3380,2024-09-01,Outbound,1
3381,2024-09-01,Referral,1
3382,2024-09-01,Paid Search,1
3383,2024-09-01,Content,1
3384,2024-09-01,Outbound,1
3385,2024-09-01,Content,1
3386,2024-09-01,Paid Search,2
3387,2024-09-01,Outbound,1
3388,2024-09-01,Partners,1
3389,2024-09-01,Paid Search,1
3390,2024-09-01,Content,1
3391,2024-09-01,Referral,1
3392,2024-09-01,Outbound,1
3393,2024-09-01,Partners,1
3394,2024-09-01,Outbound,1
3395,2024-09-01,Content,2
3396,2024-09-01,Outbound,1
3397,2024-09-01,Outbound,1
3398,2024-09-01,Outbound,3
3399,2024-09-01,Content,1
3400,2024-09-01,Referral,2
3401,2024-09-01,Paid Search,1
3402,2024-09-01,Partners,1
3403,2024-09-01,Content,1
3404,2024-09-01,Partners,2
3405,2024-09-01,Outbound,1
3406,2024-09-01,Outbound,2
3407,2024-09-01,Referral,1
3408,2024-09-01,Partners,1
3409,2024-09-01,Referral,1
3410,2024-09-01,Referral,2
3411,2024-09-01,Partners,1
3412,2024-09-01,Partners,2
3413,2024-10-01,Content,2
3414,2024-10-01,Outbound,1
3415,2024-10-01,Partners,2
3416,2024-10-01,Referral,1
3417,2024-10-01,Content,2
3418,2024-10-01,Partners,2
3419,2024-10-01,Partners,1
3420,2024-10-01,Referral,2
3421,2024-10-01,Content,3
3422,2024-10-01,Outbound,1
3423,2024-10-01,Referral,2
3424,2024-10-01,Content,1
3425,2024-10-01,Referral,1
3426,2024-10-01,Content,3
3427,2024-10-01,Outbound,1
3428,2024-10-01,Partners,2
3429,2024-10-01,Referral,1
3430,2024-10-01,Content,1
3431,2024-10-01,Partners,1
3432,2024-10-01,Paid Search,1
3433,2024-10-01,Paid Search,1
3434,2024-10-01,Referral,2
3435,2024-10-01,Partners,1
3436,2024-10-01,Referral,1
3437,2024-10-01,Content,1
3438,2024-10-01,Outbound,1
3439,2024-10-01,Outbound,2
3440,2024-10-01,Content,1
3441,2024-10-01,Referral,3
3442,2024-10-01,Outbound,1
3443,2024-10-01,Referral,2
3444,2024-10-01,Outbound,1
3445,2024-10-01,Outbound,1
3446,2024-10-01,Partners,3
3447,2024-10-01,Outbound,1
3448,2024-10-01,Content,1
3449,2024-10-01,Referral,1
3450,2024-10-01,Referral,1
3451,2024-10-01,Content,3
3452,2024-10-01,Partners,1
3453,2024-10-01,Paid Search,2
3454,2024-10-01,Referral,2
3455,2024-10-01,Referral,1
3456,2024-10-01,Partners,2
3457,2024-10-01,Content,1
3458,2024-10-01,Content,2
3459,2024-10-01,Content,2
3460,2024-10-01,Referral,2
3461,2024-10-01,Referral,1
3462,2024-10-01,Partners,1
3463,2024-10-01,Paid Search,1
3464,2024-10-01,Partners,2
3465,2024-10-01,Outbound,1
3466,2024-10-01,Content,1
3467,2024-10-01,Outbound,1
3468,2024-10-01,Paid Search,2
3469,2024-10-01,Outbound,1
3470,2024-10-01,Partners,2
3471,2024-10-01,Outbound,1
3472,2024-10-01,Partners,1
3473,2024-10-01,Paid Search,1
3474,2024-10-01,Outbound,2
3475,2024-10-01,Partners,1
3476,2024-10-01,Content,2
3477,2024-10-01,Content,1
3478,2024-10-01,Outbound,2
3479,2024-10-01,Outbound,1
3480,2024-10-01,Outbound,1
3481,2024-10-01,Paid Search,3
3482,2024-10-01,Referral,1
3483,2024-10-01,Paid Search,1
3484,2024-10-01,Outbound,1
3485,2024-10-01,Partners,1
3486,2024-10-01,Paid Search,2
3487,2024-10-01,Partners,1
3488,2024-10-01,Referral,3
3489,2024-10-01,Content,1
3490,2024-10-01,Referral,1
3491,2024-10-01,Outbound,1
3492,2024-10-01,Content,1
3493,2024-10-01,Outbound,1
3494,2024-10-01,Referral,1
3495,2024-10-01,Outbound,1
3496,2024-10-01,Referral,3
3497,2024-10-01,Content,1
3498,2024-10-01,Outbound,1
3499,2024-10-01,Partners,1
3500,2024-10-01,Partners,3
3501,2024-10-01,Partners,2
3502,2024-10-01,Paid Search,2
3503,2024-10-01,Paid Search,2
3504,2024-10-01,Content,1
3505,2024-10-01,Outbound,1
3506,2024-10-01,Content,2
3507,2024-10-01,Paid Search,1
3508,2024-10-01,Paid Search,2
3509,2024-10-01,Referral,2
3510,2024-10-01,Outbound,1
3511,2024-10-01,Content,1
3512,2024-10-01,Partners,1
3513,2024-10-01,Content,2
3514,2024-10-01,Outbound,1
3515,2024-10-01,Outbound,1
3516,2024-10-01,Paid Search,1
3517,2024-10-01,Paid Search,1
3518,2024-10-01,Partners,2
3519,2024-10-01,Partners,1
3520,2024-10-01,Partners,2
3521,2024-10-01,Referral,2
3522,2024-10-01,Outbound,2
3523,2024-10-01,Content,2
3524,2024-10-01,Outbound,2
3525,2024-10-01,Paid Search,1
3526,2024-10-01,Partners,1
3527,2024-10-01,Referral,3
3528,2024-10-01,Referral,1
3529,2024-10-01,Referral,1
3530,2024-10-01,Partners,3
3531,2024-10-01,Content,2
3532,2024-10-01,Paid Search,1
3533,2024-10-01,Referral,2
3534,2024-10-01,Content,1
3535,2024-10-01,Paid Search,1
3536,2024-10-01,Referral,3
3537,2024-10-01,Paid Search,1
3538,2024-10-01,Partners,3
3539,2024-10-01,Paid Search,1
3540,2024-10-01,Content,1
3541,2024-10-01,Paid Search,2
3542,2024-10-01,Outbound,1
3543,2024-10-01,Paid Search,1
3544,2024-10-01,Referral,1
3545,2024-10-01,Outbound,1
3546,2024-10-01,Outbound,1
3547,2024-10-01,Paid Search,1
3548,2024-10-01,Content,2
3549,2024-10-01,Content,1
3550,2024-10-01,Paid Search,2
3551,2024-10-01,Referral,1
3552,2024-10-01,Paid Search,1
3553,2024-10-01,Paid Search,1
3554,2024-10-01,Partners,1
3555,2024-10-01,Paid Search,2
3556,2024-10-01,Paid Search,1
3557,2024-10-01,Outbound,1
3558,2024-10-01,Partners,2
3559,2024-10-01,Referral,1
3560,2024-10-01,Paid Search,2
3561,2024-10-01,Partners,1
3562,2024-10-01,Referral,2
3563,2024-10-01,Content,2
3564,2024-10-01,Partners,1
3565,2024-10-01,Partners,2
3566,2024-10-01,Partners,1
3567,2024-10-01,Content,2
3568,2024-10-01,Referral,1
3569,2024-10-01,Partners,1
3570,2024-10-01,Outbound,1
3571,2024-10-01,Outbound,1
3572,2024-10-01,Content,2
3573,2024-10-01,Paid Search,1
3574,2024-10-01,Referral,1
3575,2024-10-01,Paid Search,1
3576,2024-10-01,Content,1
3577,2024-10-01,Content,1
3578,2024-10-01,Content,1
3579,2024-10-01,Paid Search,2
3580,2024-10-01,Referral,3
3581,2024-10-01,Referral,3
3582,2024-10-01,Partners,1
3583,2024-10-01,Partners,1
3584,2024-10-01,Paid Search,2
3585,2024-10-01,Referral,2
3586,2024-10-01,Content,1
3587,2024-10-01,Partners,1
3588,2024-10-01,Content,2
3589,2024-10-01,Outbound,3
3590,2024-10-01,Referral,1
3591,2024-10-01,Partners,1
3592,2024-10-01,Paid Search,2
3593,2024-10-01,Referral,2
3594,2024-10-01,Partners,1
3595,2024-10-01,Referral,2
3596,2024-10-01,Content,1
3597,2024-10-01,Content,1
3598,2024-10-01,Partners,1
3599,2024-10-01,Paid Search,1
3600,2024-10-01,Referral,3
3601,2024-10-01,Referral,2
3602,2024-10-01,Content,1
3603,2024-10-01,Outbound,2
3604,2024-10-01,Outbound,1
3605,2024-10-01,Partners,2
3606,2024-10-01,Paid Search,1
3607,2024-10-01,Referral,3
3608,2024-10-01,Referral,1
3609,2024-10-01,Outbound,1
3610,2024-10-01,Content,1
3611,2024-10-01,Outbound,1
3612,2024-10-01,Content,1
